Title,Product Url,Price,Brand,Rating,Units Sold,Product Description
[MEDIHEAL] Ampoule & Esssential Mask EX 1ea,https://shopee.sg/-MEDIHEAL-Ampoule-Esssential-Mask-EX-1ea-i.114919380.2614652923?sp_atk=5c7a1434-be70-46c8-bd7e-0be415ea27c5&xptdk=5c7a1434-be70-46c8-bd7e-0be415ea27c5,$1.15 - $1.45,MEDIHEAL,5.0,80k,"<[MEDIHEAL] Ampoule Mask EX & Esssential Mask EX> 

<Feature>
Daily mask used every day according to skin troubles that change day by day.

<Option>
N.M.F Aquaring 1ea
P.D.F A.C Dressing 1ea
I.P.I Lightmax 1ea
Teatree Care Solution 1ea
Collagen Impact 1ea
Placenta Revital 1ea
Vita Lightbeam 1ea

<Volume>
24ml~27ml

<How To Use>
1. After cleansing, trim the skin with lotion, take out the mask sheet, and apply it in order of forehead> nose> forehead, based on both eyes.
2. Pull up the incision line on your ears and tighten the ball around the cheek.
3. Allow sufficient rest until the liquid is dry enough, then remove the mask. (Due to the nature of the mask sheet, once the liquid is sufficiently absorbed, you will feel a good fit due to the natural shrinkage of the sheet.)
4. Lightly tap the remaining liquid to absorb.

#MEDIHEAL #Ampoule #Mask #REX #Esssential #Yaocos #Wholesale #Korea #Cosmetic #Authentic"
"[COSRX OFFICIAL] [3,5,10 Packs] Acne Patch Acne Treatment (24 Patches)",https://shopee.sg/-COSRX-OFFICIAL-3-5-10-Packs-Acne-Patch-Acne-Treatment-(24-Patches)-i.116704504.6836652364?sp_atk=5339d204-e1b8-43fe-96b9-ed9612d970c7&xptdk=5339d204-e1b8-43fe-96b9-ed9612d970c7,$7.08 - $22.42,COSRX,5.0,14k,The products you ordered will be shipped directly from the COSRX headquarters of Korea.✈️
[Etude House] 0.2 Therapy Air Mask 20ml * 3 sheets,https://shopee.sg/-Etude-House-0.2-Therapy-Air-Mask-20ml-*-3-sheets-i.107921853.1693059324?sp_atk=2aede5eb-302f-4f4e-a1bf-bbebb6f77442&xptdk=2aede5eb-302f-4f4e-a1bf-bbebb6f77442,$2.20 - $2.70,Etude House,5.0,61.9k,"-Feature 

0.2 therapy air mask sheet 3 days pack

-Volume   
3sheets

-Option
Aloe, Tea Tree, Green Tea, Pearl, Lemon, Strawberry, Pomegranate, Hyaluronic Acid, Damask Rose, Manuka Honey, Lotus, Collagen, Snail, Ceramide, Argan, Olive, Madecassoside, White Flowers,   
Cherry Blossom, Artemisia

-How To Use-
1 Apply toner to skin after cleansing.
2 Remove mask from pouch and apply to face, placing mask to fit eye and lip area.
3 Remove mask after 10~20 minutes and lightly massage remaining solution into skin with hands."
[Same Day Ship]Disposable Soap Paper Hand Washing Tablets Boxed Holder Portable Easy Take for Travel Hand Soap Alternatives,https://shopee.sg/-Same-Day-Ship-Disposable-Soap-Paper-Hand-Washing-Tablets-Boxed-Holder-Portable-Easy-Take-for-Travel-Hand-Soap-Alternatives-i.86826200.6830974165?sp_atk=d191da8a-45bc-48a1-ad74-436d59fc4eca&xptdk=d191da8a-45bc-48a1-ad74-436d59fc4eca,$0.39,,5.0,2.3k,"Ready Stock, Same Day Ship, Buy More Get More Off!!!

This soap paper is made of soap and paper, it can melt in the water. Boxed portable size perfect for home, travel, play outside hand washing demand.

【FEATURES】
Portable size easy take
Effectively kill bacteria and viruses
Fragrance on hand after washing
Five Color Choice

【SPECIFICATION】
Name: Soap Paper
Made of: Paper+Soap
Color: Blue/Green/Purple/Pink/Orange
Size: Box 6.5*4.5cm/Paper6*4cm
Weight:14g

【PACKAGE INCLUDED】
Soap Paper Box*1
Soap Paper*10pcs

【GUYSHERO WARRANTY】
★100% Brand New And High Quality
★100% Authentic or 2x Money Back
★15 Days Hassle Free Returns At Zero Cost
★Same Day Ship, Shipping Process Can Be Checked

#guyshero
#guysherosoap
#soappaper
#handsoap"
【20pcs/box】 YANJIAYI collagen firming sleeping mask 颜佳宜胶原蛋白晚安冻膜睡眠面膜,https://shopee.sg/%E3%80%9020pcs-box%E3%80%91-YANJIAYI-collagen-firming-sleeping-mask-%E9%A2%9C%E4%BD%B3%E5%AE%9C%E8%83%B6%E5%8E%9F%E8%9B%8B%E7%99%BD%E6%99%9A%E5%AE%89%E5%86%BB%E8%86%9C%E7%9D%A1%E7%9C%A0%E9%9D%A2%E8%86%9C-i.152871252.13320447941?sp_atk=8b04b731-62d5-4c68-85c0-22f273dbf64e&xptdk=8b04b731-62d5-4c68-85c0-22f273dbf64e,$4.97,,4.9,3k,"Function：Shrink Pores,Water,Anti-Wrinkle
Applicable Skin Types：Any Skin
Specifications Type：Conventional Single Product
Whether Available for Pregnant Women：Available for Pregnant Women
Mask Type：Jelly-like
Origin：Mainland China
Ingredients:
Cladosiphon、 Novae-Caledoniae extracts 、Euglena Gracilis  Polysaccharide 、Ahnfeltia  Concinna extracts 、Ficus Pumila Linn extracts、Taraxacum Mongolicum  extracts 
Cosmetics for Special Purposes：No

Brand Name:YANJIAYI
Product Name:Collagen Firming Sleeping Mask
Efficacy:Hydrating moisture,whitening,brighten the skin tone,soothe the skin,shrink the pores,oil-control
Suitable Skin:For all skin types
Net Content:4ml×20pcs

No alcohol, no coloring

After a night of using a magic mask, ladies and gentlemen, the skin is shiny, the skin will immediately reduce wrinkles.

After applying overnight, it feels like masking it takes collagen in the jelly to fill all pores and penetrates deep into the epidermis, making fine wrinkles flatten out immediately next morning. The skin is full, the pores shrink and the facial muscles lift up like a filler injection into the skin. How much collagen it absorbed

Masks like distilled water don't hesitate to invest in pampering your skin a bit to take care of them

#YANJIAYI #Collagen #Sleeping Mask #Independent Package #Comfortable Experience #collagen #sleeping mask #disposable mask #胶原蛋白"
[ETUDE HOUSE] Fixing Tint 4g / 11 Shades,https://shopee.sg/-ETUDE-HOUSE-Fixing-Tint-4g-11-Shades-i.114919380.8551011670?sp_atk=b6bd25d6-9fcd-438c-9d28-850d14087af0&xptdk=b6bd25d6-9fcd-438c-9d28-850d14087af0,$7.70,Etude House,4.9,36.5k,"[ETUDE HOUSE] Fixing Tint 4g / 11 Shades


Feature
Hydrating tint that stains less on your mask with a lightweight matte finish.
Weightless & Matte.
Smudge-proof even in medical face mask.
*lasting time and smudge-proof effect may different by person.


Volume
4g

Color Options
#1 Analog Rose
#2 Vintage Red
#3 Mellow Peach
#4 Ginger Milktea
#5 Midnight Mauve
#6 Soft Walnut
#7 Cranberry Plum 
#8 Dusty Beige 
#10 Smoky Cherry (New)
#11 Rose Blending (New)
#12 Salmon Brick (New)

How To Use
Apply a proper amount on lips and smudge it. Dry it completely for a better adherance and long-lasting."
🌫👁😴蒸汽热敷眼罩Steam Hot Eye Mask Self Warming/Relieve Eye Fatigue/Warm Eye Mask/Steam Hot Compress Eye Shade/Herbal Eye Mask,https://shopee.sg/%F0%9F%8C%AB%F0%9F%91%81%F0%9F%98%B4%E8%92%B8%E6%B1%BD%E7%83%AD%E6%95%B7%E7%9C%BC%E7%BD%A9Steam-Hot-Eye-Mask-Self-Warming-Relieve-Eye-Fatigue-Warm-Eye-Mask-Steam-Hot-Compress-Eye-Shade-Herbal-Eye-Mask-i.365751627.8326807144?sp_atk=658b3d00-3078-411e-a9a8-0c889ffc3b84&xptdk=658b3d00-3078-411e-a9a8-0c889ffc3b84,$0.51,,4.9,23.4k,👋🏻Welcome to Ęxclusive.sg 
[Medicube Official] Ringer Mask,https://shopee.sg/-Medicube-Official-Ringer-Mask-i.140962220.2167665725?sp_atk=96a821c3-4011-43d8-a255-32cd676e7940&xptdk=96a821c3-4011-43d8-a255-32cd676e7940,$3.98 - $12.74,medicube,4.9,17.6k,"*Moisture Hydra Ringer Mask may not come in a box!*

Product Description:
Specialized masks made to provide emergency skin care treatment to sensitive skin! 
1. Moisture Hydra Ringer Mask (Blue): A deep hydrating and moisture care mask with 5 layers of hyaluronic acid
2. Revital Nourishing Ringer Mask (Yellow): A nourishing mask with honey and propolis extract for added moisture
3. Shining Toning Ringer Mask (Pink): A toning mask that helps provide vitamins B, C, and E for clearer, radiant skin.
4. Relax Calming Mask (Green): A soothing mask to create healthy skin with boosted vitality.
 
Key Effects
Soothe irritated skin while providing added effects like hydration, moisture locking, brightening, and anti aging. 

Key Ingredients
1. Moisture Hydra Ringer Mask (Blue): Hyaluronic Acid, Panthenol, Moist-Dew, Trehalose
2. Revital Nourishing Ringer Mask (Yellow): Honey extract, Royal jelly extract, Propolis extract, Peptide, Adenosine
3. Shining Toning Ringer Mask (Pink): Vitamin G, Glutathione, Vitamin B, Vitamin C, Vitamin E 
4. Relax Calming Mask (Green): Tea tree extract, Tea tree leaf oil, Centella asiatica extract 

<How To Use>
Step 1. Prepare skin by cleansing and applying toner. 
Step 2. After opening the mask packet, apply to the enter face and adjust to fit. 
Step 3. Leave it on for 10 to 20 minutes and remove. 
Step 4. Gently pat any remaining essence into the skin to help it absorb. "
4 Type Eye Mask Black Pouch Remover Anti-wrinkle Moisturizing Eye Bags Dark Circles Face Gel Film Mask,https://shopee.sg/4-Type-Eye-Mask-Black-Pouch-Remover-Anti-wrinkle-Moisturizing-Eye-Bags-Dark-Circles-Face-Gel-Film-Mask-i.35676241.7527262784?sp_atk=82fb7700-c67f-46a0-81f5-5211e84ff9df&xptdk=82fb7700-c67f-46a0-81f5-5211e84ff9df,$0.30,,4.9,15.5k,"How to use: 

1) Cleanse and dry your face 

2) Peel off the plastic from the eyepatch 

3) Place the patches below the eye 

4) USE 2-3 times a week, Wear about 30 mins 

5) Remove the patches, DO NOT reuse them 

NET WT : 10g

Shelf Life:3 years

Feature : Anti-Puffiness，Dark Circle，Moisturizing，Anti-Aging，Whitening

Feature : Patch For Eye， Eye Mask，Eyes Skin Care，Dark Circles

Effects:Moisturize the Skin Around the Eyes, Improve the DullnessAround the Eves and Relieve the Dark Circles and BagsUnder the Eyes. Brightening Eyes.

24K: Improve fine lines, moisturize, diminish dark circles
Black: Remove eye puffiness, tighten the skin around the eyes, moisturize, and diminish dark circles
White: remove fine lines around the eyes, brighten and tighten, nourish and brighten the skin around the eyes
Pink: moisturizing, restore elasticity around the eyes, tighten, and remove dark circles


Suitable for skin:All Skin Types, especially Those With Dark Circles Around The Eyes and Obvious Bags Under the Eyes"
Portable mouthwash stick/ Travel gargle sachet/ breath refresher/ Mouthwash,https://shopee.sg/Portable-mouthwash-stick-Travel-gargle-sachet-breath-refresher-Mouthwash-i.306926794.17719525082?sp_atk=83a6133a-987c-4a43-bb50-c3e47e918557&xptdk=83a6133a-987c-4a43-bb50-c3e47e918557,$0.15,,4.7,3.7k,"Portable Mouthwash Stick/ Travel Gargle Sachet/ Breath Refresher

Product help to promote oral health and helps you to keep a fresh breath!

Going for a date? grab one sachet and keep in ur bag!
Leave a good impression for you date partner!

Effectively helps in:
-Get rid of bad breath
-To prevent tooth decay
-To prevent toothache
-To remove plaque

4 Favours:
-Orange
-Lime
-Grape
-Peach

How customer feel by using the product?

- It's easy to leave it at work or carry it around in a bag.

- When I eat fishy food at home, it's good to rinse my mouth, so l always keep it in the bathroom. When I go out, I take two or three and use them with my friend after lunch. I strongly recommend it!

- I bought it to gargle, It's so nice because it's refreshing and individual packaging."
FoodaHolic Mask Sheet 16 Types Moisture face facial Mask Pack Skincare healing Cheapest Moisturizing Anti aging vitality elasticity Mask sheets,https://shopee.sg/FoodaHolic-Mask-Sheet-16-Types-Moisture-face-facial-Mask-Pack-Skincare-healing-Cheapest-Moisturizing-Anti-aging-vitality-elasticity-Mask-sheets-i.439137747.6091664355?sp_atk=16b24fe2-074d-4848-b28f-f4d0878c4f2a&xptdk=16b24fe2-074d-4848-b28f-f4d0878c4f2a,$0.55,FOODAHOLIC,4.9,24.2k,"🎁 If you order a lot of Mask Sheets,, 

I'll give you more Free Gifts 🎁 

(The Ajin boss is generous, Like belly fat🐷)


✅  Made in Korea


💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 

1.Cucumber 
Cucumber extracts make your skin clear and transparent.

2.Hyaluronicacid 
Hyaluronic acid extract has moisturizing and soothing effects.

3.Vitamin
Effective for skin elasticity and nutrition

4.snail
Snail mucus filtrate and trehalose extract give skin elasticity and shine.

5.Aloe
Aloe extracts provide a moist and healthy skin

6.Collagen
Collagen extract gives skin radiance and elasticity.

7.Shea Buter
Effective for skin moisturizing and skin vitality

8.Blueberry
Blueberry extract is effective for skin nutrition and moisturizing.

9.Green Tea
Green tea extract makes your skin clear and moist.

10.Royal Jelly
Royal jelly extracts hydrate and revitalizes the skin.

11.Red Ginseng
Red ginseng extract nourishes the tired skin and prepares it as a resilient skin.

12. Pearl
Pearl extract gives the skin vitality and makes it glowy.

13. Tea Tree
Tea tree oil soothes the skin and makes it clear and lively.

14. Rose
Rose extract helps maintain moist and elastic skin

15. Pomegrnate
Pomegranate extract helps to liven up the skin and create clear and elastic skin.

16. Olive
Olive extract hydrates the skin and makes it moist and smooth.


💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛

<Selection Help>
- Skin Soothing
cucumber, aloe, green, tea tree

- Skin Moisturizing
collagen, hyaluronic acid, shea, butter rose

- Skin Vital & Elasticity
Royal jelly, red ginseng, vitamin, pearl

- Skin Nutrition & Transparent 
Snail, Blueberry, Olive, Pomegranate"
[Dr.Jart+] Dermask Solution Mask Line 5pcs,https://shopee.sg/-Dr.Jart-Dermask-Solution-Mask-Line-5pcs-i.114919380.2655359383?sp_atk=ef807383-a698-4869-a6e3-24f690505e9f&xptdk=ef807383-a698-4869-a6e3-24f690505e9f,$10.50 - $12.00,Dr. Jart+,4.9,55k,"[Dr.Jart+] Cicapair Calming Mask 25g*5ea 
Plant-derived mask sheet that transfers directly to the ingredients of the centrum.

[Dr.Jart+] Dermask Intra Jet Firming Solution 28g*5ea
The combination of three ingredients ideal for strengthening elasticity, wrinkle improvement functional certification, helps to improve wrinkled skin.

[Dr.Jart+] Dermask Water Jet Vital Hydra Solution 25g*5ea
Contains Hyaluronic Acid and Seaweed Extracts. It is the soothing mask that gives the best care for your worries with the best ingredients and moisturizes sensitive skin that lacks moisture.

[Dr.Jart+] Dermask Water Jet Soothing Hydra Solution 25g*5ea
It is a soothing mask that gives the best care for alleviating areas with the best ingredients such as aloe vera and phytoncide which are good for calming effect and soothes moisture-sensitive sensitive skin.

[Dr.Jart+] Dermask Ultra Jet Porecting Solution 28g*5ea
It is a total pore care mask put in a powerful one bubble that fixes the pore.
The bubble removes even the wastes in the pores, creating a cleaner, clearer skin

[Dr.Jart+] Dermask Micro Jet Brightening Solution 30g*5ea
It is a powerful one-piece whitening functional mask that removes the darkness of the skin.
The skin is bright and brightly illuminated with an ideal raw material combination to help you concentrate your worries.

[Dr.Jart+] Dermask Intra Jet Wrinkless Solution 28g*5ea
It is a powerful single wrinkle-improving functional mask that controls wrinkles.

[Dr.Jart+] Dermask micro Jet Clearing Solution 27g*5ea
This silky, hydrating microfiber sheet mask—made of soft microfiber finer than a strand of hair—addresses trouble-prone complexions by soothing redness and inflamed skin from acne and preventing pigmentation.


[Dr.Jart+] Dermask Ultra Jet Peeling Solution 23g*5ea
Take care of keratin with sugar and peeling essence.
Peeling essence and pH balancing mask keep the rough skin clear and smooth.
It completes the bright and refreshing skin base.


[Dr.Jart+] V7 Brightening Mask 30g*5ea
7 vitamin complexes brighten up the skin, and Red Vitality Complex gives a pink vitality to brighten and brighten the skin.


[Dr.Jart+] Ceramidin Facial Barrier Mask 22g*5ea
Highly moisturizing mask sheet that helps recharge moisture and nourish care at once



How To Use
STEP 1 After cleansing, make up your skin with lotion.
STEP 2 Open the pouch, remove the film, and attach it to your face.
STEP 3 After about 10 to 20 minutes, remove the mask and gently tap the remaining essence on the skin to absorb."
Bioaqua Whitening Avocado Mask Helps Firm And Elastic Skin,https://shopee.sg/Bioaqua-Whitening-Avocado-Mask-Helps-Firm-And-Elastic-Skin-i.462630144.9367060149?sp_atk=5b17f740-8c7e-4464-bd62-99e276f73e1b&xptdk=5b17f740-8c7e-4464-bd62-99e276f73e1b,$1.90,,5.0,1.2k,"Bioaqua Niacinome Hydrating Shea Mask Moisturizing Water Supply Whitening Skin

Bioaqua Niacinome Hydrating Shea Mask provides natural vitamins and minerals to help moisturize, soften skin and improve skin, leaving skin healthy and full of vitality.

-PRODUCT INFORMATION
 ✽ Features: Nourshing, moisturizing, moisturizing, whitening oil control
 ✽ Net WT: 25g
 ✽ Size: full size
 ✽ Quantity: 1 pcs

-USES
 ✽ Minerals such as copper, selenium, zinc and phosphorus, vitamins C, B, E and beta-carontene are the nutritional ingredients in broccoli that effectively strengthen the skin's immune system astonishingly, helping the skin stay bright, healthy and smooth. Glucoraphanin, a special organic compound contained in broccoli, works to help regenerate the skin - especially areas damaged by the sun.

 ✽ Vitamin A in avocado is effective in removing dead cells and cleansing the skin. In addition, the natural oils in avocado help regenerate, moisturize the skin, prevent dry skin and increase elasticity.

◤ USER MANUAL 

- B1: Wash your face thoroughly
- B2: After washing your face, open the mask to apply on your face
- B3: After 10-15 minutes, remove the mask and gently pat the face so that the skin can easily absorb the essence
- B4: Finally, wash your face with water"
Anfany【SG Ready Stock】1pcs Steam eye mask Eye Protection Self-heating Dark Circles Sleep Aid hot eye mask 黑眼圈助眠热眼罩,https://shopee.sg/Anfany%E3%80%90SG-Ready-Stock%E3%80%911pcs-Steam-eye-mask-Eye-Protection-Self-heating-Dark-Circles-Sleep-Aid-hot-eye-mask-%E9%BB%91%E7%9C%BC%E5%9C%88%E5%8A%A9%E7%9C%A0%E7%83%AD%E7%9C%BC%E7%BD%A9-i.467547129.10920016954?sp_atk=2b47cc83-3f98-47bf-87df-19c810c77cde&xptdk=2b47cc83-3f98-47bf-87df-19c810c77cde,$1.38 - $1.85,ABOUT ME,4.9,18.8k,"Welcome to Anfany
Product Category: Eye protection
Material: Non-woven spun lace, needle-punched cotton, activated carbon, water, mineral salts, etc.
Specifications: chamomile, lavender, rose, cassia, wormwood, borneol, odorless

THIS ORDER IS ALA-CARTE (MIX & MATCH) 

Benefits :
-Relieve eye fatigue
-Lighten dark circles
-Promote blood circulation
-Help insomnia terminator
-Breathable without hurting the skin
-Constant temperature hot compress technology

Instructions:
1. Take out the folded hot eye mask from the bag and unfold it. After taking it out, it will start to heat up. Please use immediately after opening.
2. Put the white face of the eye mask into contact with the eyes and open the non-woven ear strap.
3. Please close your eyes during use, and keep the heat for about 30~40 minutes. The temperature drop means the end of use time.

Additional info:
For this herbs of Borneol it is normal to feel a little sharp/cooling/minty feel when use as it contains some mint elements. It's specialize in treating strained eyes to reduce eye fatigue.

KEY PRODUCT FEATURES
Well designed all-rounded mask wraps your eyes gently!
Ultra-thin material conforms to your eye contours.
Ear loops prevent slipping and cater to usage in any position.
Warms up immediately upon opening of pouch; convenient to use anywhere.
Disposable mask makes it convenient and hygienic to use.
You can use it anywhere, anytime!"
with 12Pcs Sticker Glue 24Pcs Press On Nails Nail Art Patch Fake Nails Flase Nails Waterproof Detachable Nail Patch,https://shopee.sg/with-12Pcs-Sticker-Glue-24Pcs-Press-On-Nails-Nail-Art-Patch-Fake-Nails-Flase-Nails-Waterproof-Detachable-Nail-Patch-i.566133253.14400828051?sp_atk=25c6f783-1822-4932-a0ac-623f14c006de&xptdk=25c6f783-1822-4932-a0ac-623f14c006de,$0.99,,4.7,7.6k,"Packing:  1. Complete set of 24 pieces                  
                  2. Random small gifts (12Pcs Sticker glue)

Product Name: fake nails
Specification: 24 pieces/strip。
No box, no glue.If you need glue, please buy extra."
(Wholesale@$2.5)🌸Cosrx🌸Acne Pimple/Clear Fit Master Patch,https://shopee.sg/(Wholesale-2.5)%F0%9F%8C%B8Cosrx%F0%9F%8C%B8Acne-Pimple-Clear-Fit-Master-Patch-i.63445331.1906940479?sp_atk=60686b33-e05c-49bf-a564-0ef3958ea8c7&xptdk=60686b33-e05c-49bf-a564-0ef3958ea8c7,$2.99,COSRX,5.0,15k,"1. COSRX Acne Pimple Master Patch (24 Patches)

Protects wounded or troubled area from getting worse and maintains humidity of skin to prevent further breakouts. Hydrocolloid type.

How to Use
Cleanse the area around problem spot.
Select a bigger size patch than the problem spot and attach the patch to the spot.

2. CosRX Clear Fit Master Patch (18 Patches)
Micro thin gradation type spot cover hydrocolloid patch that hides the spot naturally even when you wear makeup.Hydrocolloid protects wounds from dust and viruses in the air. Convenient use.

How to Use
Cleanse the area around acne blemishes, pimple and completely dry the area.
Attach the patch to the area.
* Best used after the last step of skin care and before make up



#acne #pimple"
[the SAEM] Cover Perfection Tip Concealer,https://shopee.sg/-the-SAEM-Cover-Perfection-Tip-Concealer-i.107921853.1790155545?sp_atk=c332247f-0974-4a4c-9042-965cae8e0a36&xptdk=c332247f-0974-4a4c-9042-965cae8e0a36,$3.55,the SAEM,4.9,31.9k,"-Feature 

Perfect fitting for long hours by long lasting polymer and natural coverage by soft focus powder, SPF28 PA++ uv protection.
Nourishing and brightening effect.

-Option
01.Clear Beige
1.5 Natural Beige
02.Rich Beige
0.5 Ice Beige
1.25 Light Beige
1.75 Middle Beige
Brightener
Contour Beige

-Volume
6.5g

-How To Use
Dot it where you want cover, then tap to evenly spread it all over the face."
"Beauty of Joseon Skincare (Repair, Glow, Calming Serum/ Sheet Mask/ Sunscreen/ Dynasty Cream/Ginseng Essence)",https://shopee.sg/Beauty-of-Joseon-Skincare-(Repair-Glow-Calming-Serum-Sheet-Mask-Sunscreen-Dynasty-Cream-Ginseng-Essence)-i.259319699.9217376562?sp_atk=d8164cc7-c9f7-4207-b16a-33412cceed96&xptdk=d8164cc7-c9f7-4207-b16a-33412cceed96,$9.90 - $20.50,Beauty of Joseon,5.0,2.6k,"KSFBeauty Singapore is an authorized distributor of Beauty of Joseon in Singapore. 

Do get your products from authorized distributors as we cant guarantee authenticity from 3rd party distributors. 

If you have any questions about BOJ products and building a skincare routine, do send us a message and we will reply in 5-10 minutes! :)

Receive your items in 2-3 working days :)

Former Beauty of Joseon Repair serum has been rebranded as (REVIVE) serum.

About the brand:
Beauty of Joseon is a brand that has reinterpreted the unchanging beauty and the traditional methods from nature within a modern way according to the wisdom of Joseon women.

Tags: #skincare, #serum&treatment, #BeautyofJoeson, #Acne, #Acne prone , #koreanskincare, #skincareroutine, #singapore, #supportlocal, #singaporeskincareshop"
[MAMONDE] Flower Lab Essence Mask,https://shopee.sg/-MAMONDE-Flower-Lab-Essence-Mask-i.185977708.6365968794?sp_atk=75351009-4007-4ab4-b5b8-4c8e682172e0&xptdk=75351009-4007-4ab4-b5b8-4c8e682172e0,$0.98,,4.9,12.1k,"-Feature 

This serum type essence gives moisture to skin.

-Option
#Hibiscus Deep Moisturizing
#Magnolia Brightening
#Rose Moisturizing
#Narcissus Hydrating
#Camellia Antiaging
#Calendula Soothing
#Evening Primrose Nourishing
#Honeysuckle Lifting
#Pomergranate Lively
#Eoseongcho Porecare

-Volume
25ml

-How To Use
Cleanse your face and dry it, then refine your skin texture with toner.
Apply the mask on your face.
After 10-20 minutes take off the mask and tap your face till the essence is fully absorbed."
Eyebrow Pencil Waterproof Tint Natural Long Lasting Paint Tattoo Eyebrow,https://shopee.sg/Eyebrow-Pencil-Waterproof-Tint-Natural-Long-Lasting-Paint-Tattoo-Eyebrow-i.420170700.10107836880?sp_atk=25900c6d-0cfa-4a48-91d5-933967d51b87&xptdk=25900c6d-0cfa-4a48-91d5-933967d51b87,$0.80 - $0.99,,4.9,15.8k,"(NEW) New eyebrow pencil !! Increase the volume by ↑ 30%

Eyebrow pencil Soft texture, easy to write, long-lasting

The stick has 2 sides, one side is a cream stick. Used to add color. And make the eyebrows the desired shape Comes in auto pencil form Just turn around the handle. The cream will slide out. Do not waste time sharpening. The other side is a brush for spreading the color evenly across the brow. Add more naturalness

** It is an eyebrow pencil that is recommended for all girls to have !! Easy to write pencil texture. Get both beautiful looks Or focus on clear nature This one can get it all !!

#Eyebrow pencil #Eyebrows #Siwanna #Pencil #Eyebrows #Eyebrow #Eyebrow #Pretty #Ready to send # Wholesale price # The cheapest #Promotions #Authentic #shopeeth #Eyebrow pencil #at Eyebrow pencil

*Important notice, you can add notes when you buy
If you want other colors, please leave a comment directly to us. For example: 02# 3 sticks; 03# 2 sticks!"
[SG Ready Stock!] DR PLANT PLANTS EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-DR-PLANT-PLANTS-EXTRACT-FACIAL-SHEET-MASK-i.600923655.14147984014?sp_atk=2611dc94-ece7-490d-84a1-b057a06449f6&xptdk=2611dc94-ece7-490d-84a1-b057a06449f6,$0.35,DR PLANT,5.0,2.1k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
[SG Ready Stock!] BISUTANG PLANT FRUIT EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-BISUTANG-PLANT-FRUIT-EXTRACT-FACIAL-SHEET-MASK-i.600923655.11076427514?sp_atk=2c23ad06-91a5-48b5-a9aa-cb9cd5236974&xptdk=2c23ad06-91a5-48b5-a9aa-cb9cd5236974,$0.30,BISUTANG,5.0,11.9k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
[Sg Stock] Essential Beauty Sheet Facial Mask Moisturising Black Snail Gold,https://shopee.sg/-Sg-Stock-Essential-Beauty-Sheet-Facial-Mask-Moisturising-Black-Snail-Gold-i.592706352.14309216320?sp_atk=810d7957-2e77-4b7b-8960-adc8a9227c8c&xptdk=810d7957-2e77-4b7b-8960-adc8a9227c8c,$0.41 - $0.61,,4.9,14k,"Welcome to Shinesg
All items are ready stock. 
We are a local seller with fast delivery, we ship next working day.
Buy 15 pieces to enjoy a free gift :)
Hope you enjoy our products!



Affordable and good quality sheet masks great for pampering yourself after a long day of hard work. Great for gifts as well.

1 BINGJU 8 Cups of Water - Moisturizing and Minimizes Pores
2 Hyaluronic Acid Moisturizing Mask - Moisturizing and Deeply Hydrating
3 Lemon - Brightening 
4 Grape - Firming
5 Cherry - Moisturising
6 Gold Foil Hyaluronic Acid - Hydrating + Reduce fine lines
7 Fayilan Seaweed Essence - Moisturizing + oil control
8 BISUTANG Seaweed - Moisturizing + reduce blemish
9 Snail Black Mask - Cleansing + deeply moisturizing
10 Snail Hydrating - Soothing + Hydrating
11Aloe Tender - Moisturizing + Tenderizing
12 Silk Purifying
13 Silk Moisturizing
14 Silk Whitening
15 Himalayan Secret - Moisturizing and Whitening
16 Ganoderma Lucidum (Lingzhi) - Rejuvenating + Glow
17 Nicotinamide (Niacinamide) - Moisturising + Brightening
18 Caviar Hyaluronic Acid - Hydration + Soothing
19 Snail Moisturising - Moisturising + Smoothening


All masks expire in 2024
Some product packaging may be slightly different due to change in packaging.

Precautions: 
1. Do a skin test on neck or behind ear before using the mask
2. Stop using immediately if any irritation occurs.
3. For external use only, keep away from eyes or broken skin.
4. Store in a cool dry place.
5. Keep away from infants and children."
